scenario,goal,dimension,rgn_id,score,year,rgn_name
eez2012,SP,resilience,218,NA,2012,Canada
eez2012,SP,score,0,61.15,2012,Global
eez2012,SP,score,163,72.03,2012,United States
eez2012,SP,score,218,47.88,2012,Canada
eez2012,SP,status,0,57.52,2012,Global
eez2012,SP,status,163,68.53,2012,United States
eez2012,SP,status,218,41.92,2012,Canada
eez2012,SP,trend,163,0.02,2012,United States
eez2012,SP,trend,218,0.17,2012,Canada
eez2012,SPP,future,0,90.69,2012,Global
eez2012,SPP,future,163,94.62,2012,United States
eez2012,SPP,future,218,100,2012,Canada
eez2012,SPP,pressures,163,29.27,2012,United States
eez2012,SPP,pressures,218,19.43,2012,Canada
eez2012,SPP,resilience,163,55.96,2012,United States
eez2012,SPP,resilience,218,73.56,2012,Canada
eez2012,SPP,score,0,91.74,2012,Global
eez2012,SPP,score,163,94.18,2012,United States
eez2012,SPP,score,218,95.46,2012,Canada
eez2012,SPP,status,0,92.78,2012,Global
eez2012,SPP,status,163,93.73,2012,United States
eez2012,SPP,status,218,90.92,2012,Canada
eez2012,SPP,trend,163,-0.12,2012,United States
eez2012,SPP,trend,218,-0.11,2012,Canada
eez2012,TR,future,0,53.26,2012,Global
eez2012,TR,future,163,47.28,2012,United States
eez2012,TR,future,218,68.83,2012,Canada
eez2012,TR,pressures,163,36.32,2012,United States
eez2012,TR,pressures,218,18.5,2012,Canada
eez2012,TR,resilience,163,39.85,2012,United States
eez2012,TR,resilience,218,67.93,2012,Canada
eez2012,TR,score,0,49.92,2012,Global
eez2012,TR,score,163,47.47,2012,United States
eez2012,TR,score,218,58.98,2012,Canada
eez2012,TR,status,0,46.58,2012,Global
eez2012,TR,status,163,47.66,2012,United States
eez2012,TR,status,218,49.13,2012,Canada
eez2012,TR,trend,163,-0.03,2012,United States
eez2012,TR,trend,218,0.36,2012,Canada
eez2013,AO,future,0,80.96,2013,Global
eez2013,AO,future,163,100,2013,United States
eez2013,AO,future,218,100,2013,Canada
eez2013,AO,pressures,163,20.33,2013,United States
eez2013,AO,pressures,218,14.66,2013,Canada
eez2013,AO,resilience,163,77.32,2013,United States
eez2013,AO,resilience,218,79.61,2013,Canada
eez2013,AO,score,0,77.11,2013,Global
eez2013,AO,score,163,100,2013,United States
eez2013,AO,score,218,97.01,2013,Canada
eez2013,AO,status,0,73.26,2013,Global
eez2013,AO,status,163,100,2013,United States
eez2013,AO,status,218,94.02,2013,Canada
eez2013,AO,trend,163,0,2013,United States
eez2013,AO,trend,218,0.01,2013,Canada
eez2013,BD,future,0,91.94,2013,Global
eez2013,BD,future,163,86.37,2013,United States
eez2013,BD,future,218,100,2013,Canada
eez2013,BD,pressures,163,NA,2013,United States
eez2013,BD,pressures,218,NA,2013,Canada
eez2013,BD,resilience,163,NA,2013,United States
eez2013,BD,resilience,218,NA,2013,Canada
eez2013,BD,score,0,91.19,2013,Global
eez2013,BD,score,163,85.58,2013,United States
eez2013,BD,score,218,93.9,2013,Canada
eez2013,BD,status,0,90.44,2013,Global
eez2013,BD,status,163,84.79,2013,United States
eez2013,BD,status,218,87.8,2013,Canada
eez2013,BD,trend,163,-0.16,2013,United States
eez2013,BD,trend,218,-0.07,2013,Canada
eez2013,CP,future,0,90.1,2013,Global
eez2013,CP,future,163,98.91,2013,United States
eez2013,CP,future,218,100,2013,Canada
eez2013,CP,pressures,163,23.84,2013,United States
eez2013,CP,pressures,218,21.42,2013,Canada
eez2013,CP,resilience,163,74.13,2013,United States
eez2013,CP,resilience,218,85.86,2013,Canada
eez2013,CP,score,0,87.72,2013,Global
eez2013,CP,score,163,93.59,2013,United States
eez2013,CP,score,218,94.82,2013,Canada
eez2013,CP,status,0,85.35,2013,Global
eez2013,CP,status,163,88.27,2013,United States
eez2013,CP,status,218,89.65,2013,Canada
eez2013,CP,trend,163,-0.07,2013,United States
eez2013,CP,trend,218,-0.06,2013,Canada
eez2013,CS,future,0,80.03,2013,Global
eez2013,CS,future,163,58.55,2013,United States
eez2013,CS,future,218,59.53,2013,Canada
eez2013,CS,pressures,163,26.76,2013,United States
eez2013,CS,pressures,218,12.4,2013,Canada
eez2013,CS,resilience,163,54.16,2013,United States
eez2013,CS,resilience,218,69.05,2013,Canada
eez2013,CS,score,0,79.22,2013,Global
eez2013,CS,score,163,62.13,2013,United States
eez2013,CS,score,218,54.84,2013,Canada
eez2013,CS,status,0,78.42,2013,Global
eez2013,CS,status,163,65.72,2013,United States
eez2013,CS,status,218,50.16,2013,Canada
eez2013,CS,trend,163,-0.3,2013,United States
eez2013,CS,trend,218,0,2013,Canada
eez2013,CW,future,0,74.08,2013,Global
eez2013,CW,future,163,86.19,2013,United States
eez2013,CW,future,218,100,2013,Canada
eez2013,CW,pressures,163,52.63,2013,United States
eez2013,CW,pressures,218,23.3,2013,Canada
eez2013,CW,resilience,163,39.94,2013,United States
eez2013,CW,resilience,218,67.93,2013,Canada
eez2013,CW,score,0,73.68,2013,Global
eez2013,CW,score,163,81.64,2013,United States
eez2013,CW,score,218,95.71,2013,Canada
eez2013,CW,status,0,73.28,2013,Global
eez2013,CW,status,163,77.09,2013,United States
eez2013,CW,status,218,91.41,2013,Canada
eez2013,CW,trend,163,0.24,2013,United States
eez2013,CW,trend,218,-0.06,2013,Canada
eez2013,ECO,future,0,87.92,2013,Global
eez2013,ECO,future,163,100,2013,United States
eez2013,ECO,future,218,100,2013,Canada
eez2013,ECO,pressures,163,22.62,2013,United States
eez2013,ECO,pressures,218,13.61,2013,Canada
eez2013,ECO,resilience,163,79.29,2013,United States
eez2013,ECO,resilience,218,82.34,2013,Canada
eez2013,ECO,score,0,87.78,2013,Global
eez2013,ECO,score,163,99.91,2013,United States
eez2013,ECO,score,218,100,2013,Canada
eez2013,ECO,status,0,87.65,2013,Global
eez2013,ECO,status,163,99.82,2013,United States
eez2013,ECO,status,218,100,2013,Canada
eez2013,ECO,trend,163,0.07,2013,United States
eez2013,ECO,trend,218,0.02,2013,Canada
eez2013,FIS,future,0,56.43,2013,Global
eez2013,FIS,future,163,61.85,2013,United States
eez2013,FIS,future,218,38.24,2013,Canada
eez2013,FIS,pressures,163,25.91,2013,United States
eez2013,FIS,pressures,218,19.84,2013,Canada
eez2013,FIS,resilience,163,72.27,2013,United States
eez2013,FIS,resilience,218,77.83,2013,Canada
eez2013,FIS,score,0,53.83,2013,Global
eez2013,FIS,score,163,58.58,2013,United States
eez2013,FIS,score,218,35.17,2013,Canada
eez2013,FIS,status,0,51.24,2013,Global
eez2013,FIS,status,163,55.3,2013,United States
eez2013,FIS,status,218,32.1,2013,Canada
eez2013,FIS,trend,163,-0.05,2013,United States
eez2013,FIS,trend,218,0,2013,Canada
eez2013,FP,future,0,56.5,2013,Global
eez2013,FP,future,163,60.56,2013,United States
eez2013,FP,future,218,45.62,2013,Canada
eez2013,FP,pressures,163,NA,2013,United States
eez2013,FP,pressures,218,NA,2013,Canada
eez2013,FP,resilience,163,NA,2013,United States
eez2013,FP,resilience,218,NA,2013,Canada
eez2013,FP,score,0,53.92,2013,Global
eez2013,FP,score,163,57.36,2013,United States
eez2013,FP,score,218,41.61,2013,Canada
eez2013,FP,status,0,51.34,2013,Global
eez2013,FP,status,163,54.16,2013,United States
eez2013,FP,status,218,37.6,2013,Canada
eez2013,FP,trend,163,-0.05,2013,United States
eez2013,FP,trend,218,0.02,2013,Canada
eez2013,HAB,future,0,93.04,2013,Global
eez2013,HAB,future,163,77.8,2013,United States
eez2013,HAB,future,218,100,2013,Canada
eez2013,HAB,pressures,163,25.51,2013,United States
eez2013,HAB,pressures,218,15.82,2013,Canada
eez2013,HAB,resilience,163,73.13,2013,United States
eez2013,HAB,resilience,218,83.99,2013,Canada
eez2013,HAB,score,0,90.56,2013,Global
eez2013,HAB,score,163,76.82,2013,United States
eez2013,HAB,score,218,92.34,2013,Canada
eez2013,HAB,status,0,88.09,2013,Global
eez2013,HAB,status,163,75.84,2013,United States
eez2013,HAB,status,218,84.68,2013,Canada
eez2013,HAB,trend,163,-0.2,2013,United States
eez2013,HAB,trend,218,-0.03,2013,Canada
eez2013,ICO,future,0,72.11,2013,Global
eez2013,ICO,future,163,75.49,2013,United States
eez2013,ICO,future,218,77.52,2013,Canada
eez2013,ICO,pressures,163,29.47,2013,United States
eez2013,ICO,pressures,218,15.73,2013,Canada
eez2013,ICO,resilience,163,72.03,2013,United States
eez2013,ICO,resilience,218,79.76,2013,Canada
eez2013,ICO,score,0,67.43,2013,Global
eez2013,ICO,score,163,70.11,2013,United States
eez2013,ICO,score,218,69.79,2013,Canada
eez2013,ICO,status,0,62.75,2013,Global
eez2013,ICO,status,163,64.72,2013,United States
eez2013,ICO,status,218,62.06,2013,Canada
eez2013,ICO,trend,163,0.04,2013,United States
eez2013,ICO,trend,218,0.06,2013,Canada
eez2013,Index,future,0,73.72,2013,Global
eez2013,Index,future,163,77.92,2013,United States
eez2013,Index,future,218,81.94,2013,Canada
eez2013,Index,score,0,71.57,2013,Global
eez2013,Index,score,163,76.29,2013,United States
eez2013,Index,score,218,76.53,2013,Canada
eez2013,LE,future,0,82.19,2013,Global
eez2013,LE,future,163,71.18,2013,United States
eez2013,LE,future,218,94.35,2013,Canada
eez2013,LE,pressures,163,NA,2013,United States
eez2013,LE,pressures,218,NA,2013,Canada
eez2013,LE,resilience,163,NA,2013,United States
eez2013,LE,resilience,218,NA,2013,Canada
eez2013,LE,score,0,82.33,2013,Global
eez2013,LE,score,163,77.74,2013,United States
eez2013,LE,score,218,90.54,2013,Canada
eez2013,LE,status,0,82.46,2013,Global
eez2013,LE,status,163,84.29,2013,United States
eez2013,LE,status,218,86.74,2013,Canada
eez2013,LE,trend,163,-0.34,2013,United States
eez2013,LE,trend,218,0.03,2013,Canada
eez2013,LIV,future,0,76.46,2013,Global
eez2013,LIV,future,163,42.35,2013,United States
eez2013,LIV,future,218,88.69,2013,Canada
eez2013,LIV,pressures,163,23.59,2013,United States
eez2013,LIV,pressures,218,13.74,2013,Canada
eez2013,LIV,resilience,163,59.47,2013,United States
eez2013,LIV,resilience,218,70.04,2013,Canada
eez2013,LIV,score,0,76.87,2013,Global
eez2013,LIV,score,163,55.56,2013,United States
eez2013,LIV,score,218,81.09,2013,Canada
eez2013,LIV,status,0,77.28,2013,Global
eez2013,LIV,status,163,68.77,2013,United States
eez2013,LIV,status,218,73.48,2013,Canada
eez2013,LIV,trend,163,-0.75,2013,United States
eez2013,LIV,trend,218,0.03,2013,Canada
eez2013,LSP,future,0,60.35,2013,Global
eez2013,LSP,future,163,76.91,2013,United States
eez2013,LSP,future,218,29.3,2013,Canada
eez2013,LSP,pressures,163,35.36,2013,United States
eez2013,LSP,pressures,218,16.31,2013,Canada
eez2013,LSP,resilience,163,49.03,2013,United States
eez2013,LSP,resilience,218,77.03,2013,Canada
eez2013,LSP,score,0,57.72,2013,Global
eez2013,LSP,score,163,74.96,2013,United States
eez2013,LSP,score,218,25.95,2013,Canada
eez2013,LSP,status,0,55.08,2013,Global
eez2013,LSP,status,163,73.02,2013,United States
eez2013,LSP,status,218,22.59,2013,Canada
eez2013,LSP,trend,163,0.01,2013,United States
eez2013,LSP,trend,218,0.14,2013,Canada
eez2013,MAR,future,0,35.59,2013,Global
eez2013,MAR,future,163,11.28,2013,United States
eez2013,MAR,future,218,100,2013,Canada
eez2013,MAR,pressures,163,20.46,2013,United States
eez2013,MAR,pressures,218,10.44,2013,Canada
eez2013,MAR,resilience,163,54.04,2013,United States
eez2013,MAR,resilience,218,73.92,2013,Canada
eez2013,MAR,score,0,32.84,2013,Global
eez2013,MAR,score,163,10.91,2013,United States
eez2013,MAR,score,218,89.05,2013,Canada
eez2013,MAR,status,0,30.1,2013,Global
eez2013,MAR,status,163,10.53,2013,United States
eez2013,MAR,status,218,78.1,2013,Canada
eez2013,MAR,trend,163,-0.06,2013,United States
eez2013,MAR,trend,218,0.13,2013,Canada
eez2013,NP,future,0,61.29,2013,Global
eez2013,NP,future,163,93.02,2013,United States
eez2013,NP,future,218,100,2013,Canada
eez2013,NP,pressures,163,17.41,2013,United States
eez2013,NP,pressures,218,11.29,2013,Canada
eez2013,NP,resilience,163,72.31,2013,United States
eez2013,NP,resilience,218,80.27,2013,Canada
eez2013,NP,score,0,58.14,2013,Global
eez2013,NP,score,163,84.35,2013,United States
eez2013,NP,score,218,90.79,2013,Canada
eez2013,NP,status,0,54.99,2013,Global
eez2013,NP,status,163,75.67,2013,United States
eez2013,NP,status,218,81.58,2013,Canada
eez2013,NP,trend,163,0.07,2013,United States
eez2013,NP,trend,218,0.19,2013,Canada
eez2013,SP,future,0,66.23,2013,Global
eez2013,SP,future,163,76.2,2013,United States
eez2013,SP,future,218,53.41,2013,Canada
eez2013,SP,pressures,163,NA,2013,United States
eez2013,SP,pressures,218,NA,2013,Canada
eez2013,SP,resilience,163,NA,2013,United States
eez2013,SP,resilience,218,NA,2013,Canada
eez2013,SP,score,0,62.57,2013,Global
eez2013,SP,score,163,72.53,2013,United States
eez2013,SP,score,218,47.87,2013,Canada
eez2013,SP,status,0,58.92,2013,Global
eez2013,SP,status,163,68.87,2013,United States
eez2013,SP,status,218,42.33,2013,Canada
eez2013,SP,trend,163,0.03,2013,United States
eez2013,SP,trend,218,0.1,2013,Canada
eez2013,SPP,future,0,90.81,2013,Global
eez2013,SPP,future,163,94.94,2013,United States
eez2013,SPP,future,218,100,2013,Canada
eez2013,SPP,pressures,163,28.33,2013,United States
eez2013,SPP,pressures,218,19.51,2013,Canada
eez2013,SPP,resilience,163,56.06,2013,United States
eez2013,SPP,resilience,218,73.57,2013,Canada
eez2013,SPP,score,0,91.79,2013,Global
eez2013,SPP,score,163,94.34,2013,United States
eez2013,SPP,score,218,95.46,2013,Canada
eez2013,SPP,status,0,92.78,2013,Global
eez2013,SPP,status,163,93.73,2013,United States
eez2013,SPP,status,218,90.92,2013,Canada
eez2013,SPP,trend,163,-0.12,2013,United States
eez2013,SPP,trend,218,-0.11,2013,Canada
eez2013,TR,future,0,52,2013,Global
eez2013,TR,future,163,48.23,2013,United States
eez2013,TR,future,218,66.47,2013,Canada
eez2013,TR,pressures,163,37.14,2013,United States
eez2013,TR,pressures,218,19.15,2013,Canada
eez2013,TR,resilience,163,39.94,2013,United States
eez2013,TR,resilience,218,67.93,2013,Canada
eez2013,TR,score,0,48.66,2013,Global
eez2013,TR,score,163,47.93,2013,United States
eez2013,TR,score,218,58.18,2013,Canada
eez2013,TR,status,0,45.32,2013,Global
eez2013,TR,status,163,47.64,2013,United States
eez2013,TR,status,218,49.9,2013,Canada
eez2013,TR,trend,163,0,2013,United States
eez2013,TR,trend,218,0.26,2013,Canada
eez2014,AO,future,0,81.27,2014,Global
eez2014,AO,future,163,100,2014,United States
eez2014,AO,future,218,100,2014,Canada
eez2014,AO,pressures,163,20.3,2014,United States
eez2014,AO,pressures,218,14.62,2014,Canada
eez2014,AO,resilience,163,77.32,2014,United States
eez2014,AO,resilience,218,79.62,2014,Canada
eez2014,AO,score,0,77.34,2014,Global
eez2014,AO,score,163,100,2014,United States
eez2014,AO,score,218,97.17,2014,Canada
eez2014,AO,status,0,73.4,2014,Global
eez2014,AO,status,163,100,2014,United States
eez2014,AO,status,218,94.34,2014,Canada
eez2014,AO,trend,163,0.01,2014,United States
eez2014,AO,trend,218,0.02,2014,Canada
eez2014,BD,future,0,92.03,2014,Global
eez2014,BD,future,163,86.51,2014,United States
eez2014,BD,future,218,100,2014,Canada
eez2014,BD,pressures,163,NA,2014,United States
eez2014,BD,pressures,218,NA,2014,Canada
eez2014,BD,resilience,163,NA,2014,United States
eez2014,BD,resilience,218,NA,2014,Canada
eez2014,BD,score,0,91.24,2014,Global
eez2014,BD,score,163,85.61,2014,United States
eez2014,BD,score,218,94.01,2014,Canada
eez2014,BD,status,0,90.45,2014,Global
eez2014,BD,status,163,84.71,2014,United States
eez2014,BD,status,218,88.01,2014,Canada
eez2014,BD,trend,163,-0.15,2014,United States
eez2014,BD,trend,218,-0.07,2014,Canada
eez2014,CP,future,0,89.86,2014,Global
eez2014,CP,future,163,100,2014,United States
eez2014,CP,future,218,100,2014,Canada
eez2014,CP,pressures,163,21.65,2014,United States
eez2014,CP,pressures,218,22.26,2014,Canada
eez2014,CP,resilience,163,74.13,2014,United States
eez2014,CP,resilience,218,85.83,2014,Canada
eez2014,CP,score,0,87.68,2014,Global
eez2014,CP,score,163,94.13,2014,United States
eez2014,CP,score,218,96.04,2014,Canada
eez2014,CP,status,0,85.49,2014,Global
eez2014,CP,status,163,88.25,2014,United States
eez2014,CP,status,218,92.09,2014,Canada
eez2014,CP,trend,163,-0.05,2014,United States
eez2014,CP,trend,218,-0.05,2014,Canada
eez2014,CS,future,0,80.04,2014,Global
